gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
male,0,no,no,9,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.3,918.75,no
female,0,yes,no,71,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),61.4,4310.35,no
male,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,no,electronic_check,78.45,330.05,yes
female,0,yes,yes,50,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),69.75,3557.7,no
male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one_year,no,credit_card_(automatic),71.4,4487.3,no
female,0,yes,no,41,no,no_phone_service,dsl,no,yes,no,yes,no,no,one_year,no,mailed_check,35.45,1391.65,no
female,0,no,no,27,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),95.6,2595.25,no
male,0,no,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.15,785.75,no
female,0,no,no,3,no,no_phone_service,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed_check,34.25,139.35,yes
male,0,yes,yes,60,yes,no,fiber_optic,no,yes,yes,no,yes,no,one_year,no,electronic_check,90.95,5453.4,yes
female,0,no,no,5,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,no,electronic_check,80.2,384.25,no
male,1,no,no,36,yes,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,yes,electronic_check,90.85,3186.7,yes
female,0,yes,yes,68,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),103.75,7039.45,no
male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one_year,no,electronic_check,73.15,3088.25,no
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.2,69.2,yes
male,0,yes,no,36,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.4,3474.2,no
female,0,yes,yes,52,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.35,1031.7,no
male,0,yes,no,1,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),75.35,75.35,no
female,0,no,no,12,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),79.55,958.25,no
male,0,no,yes,33,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.15,682.15,no
female,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.75,706.6,yes
female,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,19.95,82.9,no
female,0,no,no,63,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.6,1298.7,no
male,0,no,no,8,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed_check,29.35,216.45,no
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.45,20.45,no
male,0,yes,no,56,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,electronic_check,107.25,6033.3,no
male,0,yes,no,50,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,no,electronic_check,99.4,5059.75,no
female,0,no,no,37,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,no,credit_card_(automatic),28.6,973.55,yes
male,0,yes,yes,59,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,86.75,5186.0,no
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),19.9,33.7,no
male,0,no,yes,54,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,one_year,yes,electronic_check,105.85,5826.65,no
female,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),89.05,6185.8,no
female,1,no,no,1,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic_check,36.45,36.45,yes
female,1,yes,no,50,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,25.2,1306.3,no
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.6,70.6,yes
male,0,yes,yes,59,yes,no,dsl,no,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),76.75,4541.9,no
female,0,yes,yes,40,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,electronic_check,84.85,3303.05,yes
male,0,yes,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.85,35.9,yes
female,0,no,yes,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.45,921.3,no
female,0,no,no,15,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,101.25,1457.25,yes
male,1,yes,no,60,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,97.95,5867.0,no
female,1,no,no,46,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.45,4863.85,no
male,1,no,no,47,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),86.05,3865.6,no
female,0,no,yes,46,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,bank_transfer_(automatic),84.8,3958.85,no
male,1,yes,no,61,yes,yes,dsl,no,yes,no,no,no,yes,one_year,no,bank_transfer_(automatic),64.05,3902.6,no
female,0,no,no,6,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,73.85,401.3,no
female,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,75.45,158.4,yes
male,0,no,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,118.2,8547.15,no
male,0,no,yes,25,no,no_phone_service,dsl,yes,no,no,no,yes,no,one_year,yes,credit_card_(automatic),40.65,970.55,no
female,0,yes,yes,30,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.7,599.25,no
male,1,yes,no,35,yes,yes,fiber_optic,no,no,yes,no,no,no,one_year,yes,bank_transfer_(automatic),81.6,2815.25,no
male,0,yes,yes,47,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.55,1160.45,no
female,0,yes,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),74.75,229.5,yes
male,0,no,no,31,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,80.45,2429.1,no
male,1,yes,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,104.35,6339.45,no
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,70.3,yes
female,0,no,no,35,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,62.1,2096.1,no
female,0,yes,no,11,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.5,1056.95,yes
male,0,no,no,31,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,101.4,3143.65,no
female,0,yes,yes,28,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.9,543.0,no
female,0,no,no,11,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.75,1129.75,yes
male,0,yes,yes,23,yes,no,fiber_optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic_check,99.85,2331.3,yes
male,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),86.1,6045.9,no
male,0,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.6,1387.45,no
female,0,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.3,228.75,no
male,0,yes,no,71,yes,yes,dsl,yes,yes,no,yes,no,no,two_year,no,bank_transfer_(automatic),65.15,4681.75,no
female,0,yes,no,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.7,1032.05,no
male,0,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.4,525.55,no
male,0,yes,no,10,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.95,857.2,yes
female,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.35,295.55,no
male,0,no,yes,2,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),60.95,134.6,no
male,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.55,93.55,yes
female,0,no,no,25,yes,no,dsl,yes,yes,yes,yes,yes,no,one_year,no,mailed_check,74.3,1863.8,yes
female,0,yes,no,71,yes,yes,fiber_optic,no,no,no,no,yes,yes,two_year,yes,bank_transfer_(automatic),93.7,6585.35,yes
male,0,yes,no,40,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed_check,50.15,2058.5,no
female,1,no,no,28,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,103.3,2890.65,yes
female,0,yes,yes,17,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,no,mailed_check,74.55,1215.8,no
female,0,no,no,17,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.0,1144.5,yes
male,1,yes,no,45,yes,yes,fiber_optic,no,yes,yes,yes,yes,no,one_year,yes,bank_transfer_(automatic),98.7,4525.8,no
male,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.65,19.65,no
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.9,20.9,no
male,1,no,no,35,yes,yes,fiber_optic,yes,no,no,no,no,yes,month-to-month,no,credit_card_(automatic),91.0,3180.5,no
male,0,no,no,37,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.35,2552.9,no
male,0,yes,no,18,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),56.8,1074.65,no
female,0,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.4,289.3,yes
male,0,yes,no,6,yes,no,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,91.0,531.0,yes
male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),103.75,7346.2,no
male,0,yes,no,47,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,109.55,5124.55,yes
male,0,no,no,15,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,76.0,1130.85,yes
female,0,yes,yes,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.25,172.35,no
male,0,no,no,1,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,no,mailed_check,29.15,29.15,no
female,0,yes,no,20,yes,no,fiber_optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic_check,96.55,1901.65,no
male,0,yes,yes,55,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),85.5,4713.4,no
male,1,yes,no,36,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),85.25,3132.75,yes
male,0,no,no,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,1654.75,no
male,1,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed_check,50.15,50.15,yes
male,0,no,no,5,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic_check,105.3,550.6,no
male,0,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.55,122.9,no
female,1,no,no,13,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,74.3,940.35,yes
male,0,no,no,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.4,905.55,no
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.45,20.45,no
female,0,yes,yes,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.55,1070.25,no
male,0,yes,yes,37,no,no_phone_service,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),40.2,1448.8,yes
male,0,yes,no,49,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),99.05,4853.75,yes
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,79.7,79.7,yes
female,0,yes,yes,36,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),104.5,3684.95,no
female,0,yes,no,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.45,1303.5,no
female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),84.2,5986.55,no
female,0,no,no,44,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),88.15,3973.2,no
female,0,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,20.15,260.7,no
female,0,yes,yes,69,yes,yes,fiber_optic,yes,no,yes,no,no,no,one_year,no,bank_transfer_(automatic),84.45,5848.6,no
female,1,yes,no,43,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit_card_(automatic),55.55,2342.2,yes
female,0,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,65.45,554.45,no
male,0,yes,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.55,184.95,no
male,0,yes,no,64,yes,yes,dsl,yes,no,no,no,yes,no,one_year,yes,credit_card_(automatic),66.15,4392.5,no
male,1,yes,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,70.3,yes
male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,80.2,181.1,yes
male,0,yes,yes,72,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,80.8,5728.55,no
female,0,yes,no,54,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,mailed_check,114.65,6049.5,no
female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),44.6,80.55,yes
male,0,no,no,22,no,no_phone_service,dsl,no,yes,yes,no,no,yes,one_year,yes,bank_transfer_(automatic),43.75,903.6,yes
female,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.95,212.4,no
female,0,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,49.8,1049.05,no
female,0,no,yes,62,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,100.15,6413.65,yes
female,0,no,no,53,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,one_year,no,mailed_check,98.6,5311.85,no
female,0,no,no,36,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),104.8,3886.45,no
female,0,yes,yes,30,no,no_phone_service,dsl,no,no,no,yes,yes,yes,month-to-month,no,credit_card_(automatic),51.2,1561.5,yes
female,0,no,no,26,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,80.7,2193.0,no
female,0,no,no,4,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,85.65,321.65,yes
female,0,no,yes,4,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,25.45,84.2,no
female,1,no,no,30,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.1,3121.1,no
male,0,no,no,7,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,mailed_check,95.0,655.5,yes
male,0,yes,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,19.6,411.15,no
male,0,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,110.15,6448.05,yes
male,0,no,no,7,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.55,521.35,no
female,1,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,112.4,8046.85,no
male,0,no,no,24,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,credit_card_(automatic),90.55,2282.55,yes
male,1,no,no,3,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,41.15,132.2,yes
male,0,yes,no,53,yes,yes,fiber_optic,no,yes,no,yes,no,yes,one_year,no,bank_transfer_(automatic),97.75,5043.2,no
female,1,yes,no,62,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,yes,credit_card_(automatic),97.95,5936.55,no
female,0,no,no,23,yes,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),90.05,2169.8,yes
female,0,yes,no,9,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,50.85,466.6,no
male,0,no,no,4,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,49.25,208.45,no
male,0,no,no,10,yes,no,fiber_optic,yes,no,yes,no,no,no,month-to-month,yes,mailed_check,79.85,887.35,no
female,0,no,no,1,yes,no,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),85.55,85.55,yes
male,0,no,no,66,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,no,credit_card_(automatic),89.4,5976.9,no
female,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,78.65,78.65,yes
female,0,yes,no,71,yes,no,dsl,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),80.7,5705.05,no
female,0,yes,yes,32,yes,no,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,86.1,2723.75,no
female,0,yes,yes,71,yes,yes,fiber_optic,no,yes,yes,no,no,yes,two_year,yes,credit_card_(automatic),95.75,6849.4,no
male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two_year,no,electronic_check,85.25,5538.35,no
female,0,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),19.2,532.1,no
male,0,yes,no,8,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,mailed_check,75.0,658.1,no
male,0,no,yes,49,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,credit_card_(automatic),75.2,3678.3,yes
female,0,no,no,41,yes,yes,dsl,no,yes,no,no,no,no,one_year,yes,credit_card_(automatic),56.3,2364.0,no
female,0,no,no,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),44.05,202.15,no
female,0,yes,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.35,41.85,no
male,0,no,no,51,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,99.0,5038.15,no
female,0,no,no,10,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,94.85,953.45,yes
female,0,yes,yes,27,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,49.85,1336.15,no
male,0,no,no,12,no,no_phone_service,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed_check,34.0,442.45,no
female,1,no,no,28,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.15,3152.5,yes
male,1,no,no,18,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),58.4,964.9,no
male,0,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two_year,no,bank_transfer_(automatic),72.95,5265.55,no
female,0,no,yes,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.45,1024.65,no
female,0,no,no,46,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,credit_card_(automatic),74.8,3548.3,no
female,0,yes,yes,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,mailed_check,81.0,3533.6,no
female,0,yes,no,70,no,no_phone_service,dsl,yes,no,yes,yes,no,yes,two_year,yes,bank_transfer_(automatic),49.85,3370.2,no
male,1,no,no,20,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,84.35,1745.2,no
female,0,yes,yes,43,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic_check,56.15,2499.3,yes
female,0,yes,yes,23,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,mailed_check,57.75,1282.85,no
male,0,no,yes,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.8,1424.2,no
female,1,no,no,56,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,no,bank_transfer_(automatic),73.25,4054.2,no
female,1,yes,no,28,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),101.3,2812.2,yes
female,0,no,no,12,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,yes,mailed_check,75.85,854.45,no
female,0,no,no,68,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.6,1441.65,no
male,0,yes,yes,4,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,credit_card_(automatic),61.45,229.55,yes
female,0,yes,no,53,yes,no,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),94.85,5000.2,yes
male,0,no,no,17,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),65.75,1111.2,no
male,0,yes,no,61,yes,yes,dsl,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,79.8,4914.8,no
female,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,yes,yes,two_year,no,credit_card_(automatic),86.45,3574.5,no
female,0,yes,yes,63,yes,no,dsl,yes,no,no,no,no,no,two_year,yes,bank_transfer_(automatic),50.65,3221.25,no
male,0,no,no,45,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),103.65,4747.85,no
female,1,yes,no,57,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,no,credit_card_(automatic),94.0,5438.95,no
male,0,no,no,51,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),80.0,4242.35,yes
female,0,no,no,11,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,76.5,837.95,yes
male,1,yes,no,23,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.45,2117.25,no
male,0,yes,yes,42,no,no_phone_service,dsl,no,yes,yes,no,no,yes,one_year,yes,credit_card_(automatic),45.1,2049.05,no
female,0,yes,no,21,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,86.5,1808.7,yes
male,0,no,no,56,yes,no,dsl,no,yes,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),75.75,4284.65,no
female,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.05,85.05,yes
male,0,no,no,19,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,credit_card_(automatic),61.55,1093.2,no
female,0,no,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.5,38.25,no
female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.65,1710.15,no
male,0,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,23.45,23.45,yes
female,0,no,no,18,yes,yes,fiber_optic,no,no,yes,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),95.05,1679.4,no
male,1,yes,no,30,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,79.65,2365.15,yes
female,0,no,no,49,yes,no,dsl,yes,yes,yes,yes,no,no,two_year,no,bank_transfer_(automatic),67.4,3306.85,no
male,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.45,1730.65,no
female,0,no,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.1,644.5,no
male,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),116.6,8337.45,no
female,1,no,no,16,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,54.1,889.0,no
